CustomerKey,First Name,Last Name,Gender,Date of First Purchase,Customer City
16701,Laura,Zheng,Female,2/18/2011,North Ryde
13150,Lacey,Yang,Female,7/2/2013,North Ryde
11126,Shaun,Carson,Male,5/28/2011,North Ryde
11003,Christy,Zhu,Female,12/29/2010,North Ryde
12009,Ann,Martinez,Female,12/11/2011,North Ryde
11765,Marc,Torres,Male,9/12/2011,North Ryde
13633,Juan,Ramos,Male,7/25/2012,North Ryde
13614,Julie,Becker,Female,4/26/2013,North Ryde
13996,Marie,Perez,Female,5/15/2013,North Ryde
14057,Lance,Alonso,Male,9/4/2013,North Ryde
14102,Lisa,Huang,Female,8/16/2012,North Ryde
14666,Louis,Gao,Male,9/10/2012,North Ryde
14678,Shannon,Zheng,Female,2/19/2013,North Ryde
15033,Dana,Moreno,Female,10/25/2012,North Ryde
15437,Candace,Srini,Female,11/13/2013,North Ryde
15265,Kristopher,Malhotra,Male,10/31/2012,North Ryde
15230,Jillian,Vance,Female,8/19/2013,North Ryde
15223,Ebony,Martin,Female,11/4/2012,North Ryde
15224,Pedro,Gutierrez,Male,5/5/2013,North Sydney
15237,Devon,Lal,Male,6/4/2013,North Sydney
15261,Carolyn,Torres,Female,4/8/2013,North Sydney
15268,Shannon,Wu,Female,10/30/2012,North Sydney
14068,Brent,McDonald,Male,5/2/2013,North Sydney
14069,Joy,Serrano,Female,8/27/2013,North Sydney
14034,Dennis,Liang,Male,7/23/2013,North Sydney
13982,Clarence,Chander,Male,3/14/2013,North Sydney
14219,Christy,Ye,Female,8/15/2012,North Sydney
14517,Ebony,Rodriguez,Female,7/10/2013,North Sydney
13650,Jessie,She,Male,7/11/2012,North Sydney
11976,Audrey,Ramos,Female,10/25/2011,North Sydney
11930,Jaclyn,Nara,Female,10/14/2011,North Sydney
11034,Ebony,Gonzalez,Female,2/1/2011,North Sydney
11122,Byron,Vazquez,Male,2/21/2013,North Sydney
11096,Andrés,Anand,Male,4/11/2011,North Sydney
11367,Calvin,Nara,Male,7/7/2013,North Sydney
13133,Devon,Kennedy,Male,6/14/2012,North Sydney
13115,Clarence,Wu,Male,6/26/2012,North Sydney
13116,Tyrone,Diaz,Male,3/14/2013,North Sydney
13112,Bianca,Gao,Female,6/10/2012,North Sydney
12253,Jenny,Sun,Female,12/18/2011,North Sydney
12352,Ramon,Zhang,Male,9/28/2013,North Sydney
12360,Mario,Goel,Male,1/16/2012,North Sydney
16711,Jorge,Zhao,Male,3/7/2013,North Sydney
16486,Rachael,Madan,Female,3/1/2013,North Sydney
15831,Omar,He,Male,12/5/2012,North Sydney
17511,Tabitha,Subram,Female,4/7/2011,North Sydney
17240,Dustin,Luo,Male,3/24/2011,North Sydney
17301,Nicolas,Raji,Male,9/24/2013,North Sydney
17071,Tammy,Raji,Female,3/2/2011,North Sydney
20234,Gerald,Mehta,Male,2/23/2013,North Sydney
20254,Dana,Gutierrez,Female,9/16/2013,North Sydney
19798,Bianca,Ma,Female,2/24/2013,North Sydney
19752,Ebony,Madan,Female,1/21/2014,North Sydney
19753,Lisa,Gao,Female,10/10/2013,North Sydney
19651,Jarrod,Perez,Male,1/5/2014,North Sydney
19580,Eddie,Sanz,Male,4/4/2013,North Sydney
19568,Candice,Sun,Female,8/1/2011,North Sydney
18303,Shannon,Serrano,Male,6/17/2011,North Sydney
18191,Julie,Sharma,Female,1/30/2013,North Sydney
18192,Max,Hernandez,Male,4/6/2013,North Sydney
18265,Trisha,Cai,Female,9/17/2013,North Sydney
18271,Darrell,Yuan,Male,4/8/2013,North Sydney
18900,Mathew,Torres,Male,7/14/2011,North Sydney
21359,Johnny,Luo,Male,2/14/2012,North Sydney
21384,Ronnie,Lin,Male,2/17/2012,North Sydney
20628,Rodney,Gutierrez,Male,12/13/2011,North Sydney
20812,Preston,Prasad,Male,12/8/2011,North Sydney
20425,Sabrina,Torres,Female,11/19/2011,North Sydney
20460,Wesley,Zeng,Male,2/10/2013,North Sydney
21957,Kathryn,Shen,Female,3/8/2012,North Sydney
22210,Martha,Yang,Female,6/11/2013,North Sydney
24923,Ebony,Sara,Female,6/30/2012,North Sydney
24884,Michele,Fernandez,Female,9/30/2013,North Sydney
23426,Mathew,Ferrier,Male,10/13/2013,North Sydney
22933,Kelli,Chande,Female,6/26/2012,North Sydney
26796,Warren,Raji,Male,10/8/2012,North Sydney
26747,Candice,Cai,Female,8/14/2012,North Sydney
26672,Kelli,Sharma,Female,10/26/2013,North Sydney
26163,Autumn,Cai,Female,3/24/2013,North Sydney
26150,Nancy,Rana,Female,3/24/2012,North Sydney
25263,Audrey,Carlson,Female,9/8/2013,North Sydney
25228,Brad,Ashe,Male,12/22/2012,North Sydney
25113,Randy,Gao,Male,10/19/2012,North Sydney
25294,Sharon,Sharma,Female,2/2/2011,North Sydney
25829,Toni,Patel,Female,9/12/2011,North Sydney
25927,Tiffany,Guo,Female,10/29/2011,North Sydney
29189,Roy,Dominguez,Male,8/17/2013,North Sydney
29093,Erik,Blanco,Male,8/19/2013,North Sydney
28717,Calvin,Anand,Male,4/30/2013,North Sydney
27707,Colleen,Raji,Female,9/15/2013,North Sydney
27594,Nicolas,Andersen,Male,3/12/2013,North Sydney
27469,Anne,Gill,Female,11/24/2012,North Sydney
27338,Virginia,Lopez,Female,9/30/2012,North Sydney
28137,Kristi,Lopez,Female,10/13/2013,North Sydney
28320,Janet,Navarro,Female,6/13/2013,North Sydney
28348,Nichole,Jai,Female,9/22/2013,North Sydney
28479,Marvin,Gomez,Male,4/21/2013,North Sydney
28362,Kaylee,Sanchez,Female,4/19/2011,Novato
27990,Katherine,Thompson,Female,8/14/2013,Novato
27443,Jessica,Jackson,Female,4/27/2013,Novato
27603,Mya,Barnes,Female,7/6/2013,Novato
27541,Samantha,Martin,Female,12/7/2012,Novato
27670,Kayla,Long,Female,1/12/2011,Novato
28650,Jessica,Clark,Female,5/8/2011,Novato
28597,Brianna,Harris,Female,4/18/2013,Novato
28812,Brianna,Watson,Female,8/14/2013,Novato
28860,Ian,Anderson,Male,5/15/2013,Novato
25943,Brianna,McDonald,Female,6/12/2011,Novato
25985,Justin,Harris,Male,7/11/2011,Novato
26007,Jesse,Morgan,Male,6/7/2013,Novato
26121,Madeline,Nelson,Female,1/14/2012,Novato
24984,William,Moore,Male,8/2/2013,Novato
25198,Michelle,Ramirez,Female,3/21/2013,Novato
25176,Edward,Flores,Male,9/24/2013,Novato
26634,Devin,Walker,Male,5/31/2012,Novato
26601,Kyle,Gonzalez,Male,5/18/2012,Novato
26480,Jacqueline,Patterson,Female,2/13/2013,Novato
26779,Alexandra,Henderson,Female,8/26/2013,Novato
27278,Brian,Cook,Male,11/12/2013,Novato
22887,Mason,Richardson,Male,4/27/2013,Novato
22738,Haley,Diaz,Female,10/16/2013,Novato
23688,Olivia,Thomas,Female,1/12/2013,Novato
23701,Marissa,Barnes,Female,9/29/2013,Novato
23729,Marcus,Allen,Male,2/3/2013,Novato
24772,Greg,Russell,Male,4/10/2013,Novato
24403,Gabriel,Wright,Male,1/6/2013,Novato
24449,Melanie,Simmons,Female,5/14/2013,Novato
24679,Wyatt,Hernandez,Male,11/17/2013,Novato
24334,Alexa,James,Female,12/12/2013,Novato
24265,Seth,McDonald,Male,7/21/2013,Novato
22108,Eduardo,Powell,Male,4/18/2013,Novato
22089,Mason,Gray,Male,4/8/2013,Novato
22348,Zoe,Torres,Female,5/26/2013,Novato
21487,Jacqueline,Ramirez,Female,1/16/2013,Novato
20349,Nicole,Harris,Female,7/4/2013,Novato
20511,Matthew,Taylor,Male,11/18/2013,Novato
20790,Kayla,Harrison,Female,7/20/2013,Novato
20654,Taylor,Murphy,Female,8/16/2013,Novato
20673,Dylan,Washington,Male,6/22/2013,Novato
20706,Haley,Gonzalez,Female,8/28/2013,Novato
21274,Seth,Scott,Male,9/14/2013,Novato
21275,Abigail,Cox,Female,10/16/2013,Novato
18960,Marcus,Johnson,Male,1/31/2013,Novato
19003,Jared,Stewart,Male,12/22/2013,Novato
19112,Victoria,Hughes,Female,12/27/2013,Novato
18804,Aaron,Gonzales,Male,12/16/2013,Novato
18779,Jose,Hill,Male,11/3/2013,Novato
18780,Evan,Carter,Male,11/4/2013,Novato
18232,Sophia,Edwards,Female,11/8/2013,Novato
18101,Bailey,Turner,Female,11/18/2013,Novato
18080,Paige,Richardson,Female,9/4/2013,Novato
18376,Abigail,Diaz,Female,12/16/2013,Novato
18562,Mary,Wright,Female,10/10/2013,Novato
18578,Patrick,Rogers,Male,12/10/2013,Novato
19719,Hunter,Baker,Male,7/3/2013,Novato
19221,Kaitlyn,Williams,Female,11/18/2013,Novato
19854,Katherine,Hall,Female,10/1/2013,Novato
19994,Madeline,King,Female,11/1/2013,Novato
20198,Sierra,Evans,Female,6/13/2013,Novato
20068,Alexandria,Peterson,Female,5/27/2013,Novato
17344,Timothy,Kelly,Male,10/12/2013,Novato
17156,Hailey,Gonzales,Female,11/6/2013,Novato
16126,Faith,Kelly,Female,9/29/2013,Novato
16017,Jeremy,Ramirez,Male,7/31/2013,Novato
16093,Kaitlyn,Morris,Female,9/28/2013,Novato
16815,Jacob,Brown,Male,1/10/2014,Novato
13100,Jeremy,Perez,Male,4/17/2013,Novato
13142,Xavier,Moore,Male,12/31/2011,Novato
12890,Steven,Thorpe,Male,1/5/2014,Novato
11509,Roger,Harui,Female,7/29/2013,Novato
11924,Ian,Long,Male,10/26/2011,Novato
12102,Devin,Simmons,Male,11/7/2011,Novato
12137,Jack,Green,Male,3/19/2013,Novato
11850,Brooke,Ramirez,Female,4/8/2013,Novato
11701,David,Hayes,Male,4/24/2013,Novato
11657,Megan,Cox,Female,5/25/2013,Novato
13865,Mariah,Foster,Female,7/31/2012,Novato
13917,Samuel,Allen,Male,11/27/2012,Novato
13428,Marcus,Ramirez,Male,5/11/2013,Novato
13347,Rachel,Hall,Female,6/5/2013,Novato
13390,Julia,Collins,Female,12/30/2013,Novato
15497,Katelyn,Phillips,Female,7/2/2012,Novato
14750,Mary,Green,Female,9/15/2011,Novato
14647,Sean,Howard,Male,6/20/2011,Novato
14620,Kayla,Patterson,Female,8/1/2013,Novato
14580,Kyle,Diaz,Male,3/16/2011,Novato
14867,Lauren,Richardson,Female,7/12/2013,Oak Bay
15543,Emma,Flores,Female,4/15/2013,Oak Bay
15251,Noah,Hall,Male,5/6/2013,Oak Bay
13878,Sebastian,Gray,Male,12/15/2013,Oak Bay
13710,Destiny,Harris,Female,10/30/2013,Oak Bay
13743,Isabella,Anderson,Female,11/7/2013,Oak Bay
14416,Madison,Flores,Female,5/20/2013,Oak Bay
14291,Tyler,White,Male,1/29/2013,Oak Bay
11642,Morgan,Hughes,Female,2/9/2013,Oak Bay
11833,Oscar,Price,Male,6/12/2013,Oak Bay
11802,Madison,Taylor,Female,2/25/2013,Oak Bay
11738,Elijah,Alexander,Male,2/2/2013,Oak Bay
12106,Isaiah,Baker,Male,6/13/2013,Oak Bay
12074,Megan,Jenkins,Female,8/11/2013,Oak Bay
12081,Kaitlyn,Perez,Female,5/8/2013,Oak Bay
11984,Alex,Campbell,Male,2/15/2013,Oak Bay
11512,Natalie,Campbell,Female,12/28/2013,Oak Bay
11330,Ryan,Thompson,Male,2/12/2013,Oak Bay
13084,Luis,Hughes,Male,6/9/2013,Oak Bay
13065,Morgan,Gonzalez,Female,6/7/2013,Oak Bay
13303,Jonathan,Martinez,Male,5/3/2013,Oak Bay
12177,Kevin,Campbell,Male,3/7/2013,Oak Bay
16810,Michael,Rodriguez,Male,8/9/2013,Oak Bay
16772,Morgan,Parker,Female,3/15/2013,Oak Bay
16646,Xavier,Collins,Male,11/2/2013,Oak Bay
16365,Jenna,Young,Female,11/16/2013,Oak Bay
15997,Melissa,Jenkins,Female,8/9/2013,Oak Bay
16140,Seth,Harris,Male,3/25/2013,Oak Bay
16124,Eduardo,Murphy,Male,11/18/2013,Oak Bay
15878,Kevin,Flores,Male,3/11/2013,Oak Bay
15762,Garrett,Stewart,Male,6/25/2013,Oak Bay
17148,Hailey,Henderson,Female,8/26/2013,Oak Bay
17143,David,Ross,Male,7/6/2013,Oak Bay
16906,Brittany,Flores,Female,8/10/2013,Oak Bay
17509,Makayla,Ramirez,Female,5/8/2013,Oak Bay
17482,Taylor,Alexander,Female,3/6/2013,Oak Bay
17858,Dalton,Barnes,Male,11/19/2013,Oak Bay
20082,Caroline,Henderson,Female,7/20/2013,Oak Bay
20086,Jeremiah,Hayes,Male,3/18/2013,Oak Bay
19844,Emma,Murphy,Female,4/14/2011,Oak Bay
19217,Jose,Nelson,Male,2/24/2013,Oak Bay
19399,Anthony,Brown,Male,5/2/2013,Oak Bay
19662,Lauren,Powell,Female,7/25/2013,Oak Bay
18433,Seth,Ross,Male,10/12/2013,Oak Bay
18811,Samuel,Perry,Male,2/22/2013,Oak Bay
18595,Marcus,Hernandez,Male,10/26/2013,Oak Bay
19118,Ian,Thomas,Male,6/5/2013,Oak Bay
19123,Emma,Washington,Female,6/29/2013,Oak Bay
19015,Thomas,Griffin,Male,3/18/2013,Oak Bay
18919,Eduardo,Hernandez,Male,3/14/2013,Oak Bay
20665,James,Evans,Male,6/18/2012,Oak Bay
20350,Isabella,Campbell,Female,2/27/2012,Oak Bay
20441,Abigail,Henderson,Female,8/25/2013,Oak Bay
21501,Deb,Foster,Male,8/29/2012,Oak Bay
21622,Ethan,Winston,Male,11/3/2012,Oak Bay
21642,Alexandra,Rodriguez,Female,11/5/2012,Oak Bay
21691,Brandon,Martin,Male,4/30/2013,Oak Bay
21921,Lucas,Collins,Male,2/20/2011,Oak Bay
22299,Richard,Murphy,Male,6/7/2011,Oak Bay
22252,Makayla,Brooks,Female,6/23/2011,Oak Bay
22217,Dylan,Powell,Male,1/17/2014,Oak Bay
22107,Michael,Jones,Male,6/12/2013,Oak Bay
23858,Jonathan,Powell,Male,10/1/2011,Oak Bay
24755,Sean,Scott,Male,8/10/2013,Oak Bay
24824,Alexandria,Wood,Female,1/15/2012,Oak Bay
23679,Jacob,Harris,Male,2/6/2013,Oak Bay
23592,Joseph,Jackson,Male,10/4/2011,Oak Bay
23552,Caleb,Russell,Male,11/25/2013,Oak Bay
23498,James,Johnson,Male,4/4/2013,Oak Bay
23362,Nicholas,Martin,Male,11/7/2013,Oak Bay
22976,Eric,Foster,Male,8/24/2011,Oak Bay
23048,Isabella,Hughes,Female,5/1/2013,Oak Bay
27252,Andrea,Stewart,Female,6/27/2012,Oak Bay
27242,Hunter,Diaz,Male,6/24/2012,Oak Bay
27043,Dalton,Murphy,Male,2/14/2012,Oak Bay
27053,Steven,Cook,Male,3/15/2012,Oak Bay
27027,Jennifer,White,Female,2/5/2012,Oak Bay
26461,Brooke,Howard,Female,12/31/2013,Oak Bay
26716,Megan,Smith,Female,11/28/2013,Oak Bay
26185,Kaylee,Green,Female,6/2/2013,Oak Bay
26316,Stephanie,Hughes,Female,2/16/2012,Oak Bay
26373,Mariah,Reed,Female,4/20/2012,Oak Bay
24986,Isabelle,Griffin,Female,11/2/2013,Oak Bay
25016,Elijah,Washington,Male,7/25/2013,Oak Bay
26113,Caitlin,Rivera,Female,8/4/2012,Oak Bay
26051,Joshua,Williams,Male,12/25/2013,Oak Bay
25971,Savannah,Young,Female,3/20/2012,Oak Bay
25621,Brandon,Flores,Male,9/29/2013,Oak Bay
28837,Victoria,Rodriguez,Female,2/9/2012,Oak Bay
28817,James,Lee,Male,2/21/2013,Oak Bay
28574,Kayla,Flores,Female,8/26/2011,Oak Bay
28646,Alexis,Moore,Female,8/20/2011,Oak Bay
29277,Samantha,Mohamed,Female,3/2/2013,Oak Bay
27672,Justin,Brown,Male,8/25/2011,Oak Bay
27734,Aaron,McDonald,Male,6/5/2013,Oak Bay
27613,Alexia,Washington,Female,12/4/2012,Oak Bay
27560,Grace,Patterson,Female,11/22/2012,Oak Bay
28153,Mackenzie,Torres,Female,11/3/2013,Oak Bay
28357,Danielle,Howard,Female,12/18/2013,Oak Bay
28049,Xavier,Washington,Male,2/13/2013,Oakland
27537,Amanda,Bryant,Female,12/5/2012,Oakland
27543,Katherine,Griffin,Female,12/9/2012,Oakland
27631,Gabriella,Phillips,Female,3/17/2013,Oakland
29257,Jeremiah,Russell,Male,10/19/2013,Oakland
29161,Thomas,Martinez,Male,10/29/2013,Oakland
29221,Kelly,Bennett,Female,7/20/2011,Oakland
28606,Joshua,Wilson,Male,3/11/2013,Oakland
28601,Christian,Gonzales,Male,4/3/2013,Oakland
28797,Alexandra,Wood,Female,5/19/2011,Oakland
28855,Alexandra,Perez,Female,7/15/2013,Oakland
26004,Arthur,Washington,Female,9/11/2011,Oakland
26128,Samuel,Phillips,Male,7/7/2013,Oakland
26118,Ashley,Butler,Female,6/18/2013,Oakland
26094,Sarah,Butler,Female,11/2/2011,Oakland
25172,Evan,Gray,Male,6/19/2013,Oakland
26351,Emma,Moore,Female,4/23/2012,Oakland
26338,Anna,Coleman,Female,4/11/2012,Oakland
26715,Gabriella,Bell,Female,10/9/2013,Oakland
26646,Jordyn,Perry,Female,6/17/2012,Oakland
26534,Fernando,Smith,Male,5/6/2012,Oakland
26594,Melissa,Wood,Female,6/7/2013,Oakland
27094,Sean,Kelly,Male,9/21/2012,Oakland
23019,Emma,Garcia,Female,5/15/2013,Oakland
23183,Megan,Davis,Female,7/4/2013,Oakland
22770,Chloe,Morgan,Female,7/20/2013,Oakland
23288,Eduardo,Evans,Male,8/2/2013,Oakland
23252,Alexia,Wood,Female,2/17/2013,Oakland
23506,Jesse,Campbell,Male,11/5/2013,Oakland
23472,Alyssa,Rodriguez,Female,3/8/2013,Oakland
23400,Andrew,Lee,Male,12/16/2013,Oakland
23669,Sean,Torres,Male,12/19/2013,Oakland
24809,Alyssa,Moore,Female,4/9/2013,Oakland
24932,Richard,Jones,Male,5/29/2013,Oakland
24629,Seth,Perry,Male,5/2/2013,Oakland
24638,Julia,Lopez,Female,11/4/2013,Oakland
23883,Jackson,Russell,Male,12/24/2013,Oakland
20702,Oscar,Ross,Male,7/20/2013,Oakland
20692,John,Lewis,Male,10/4/2013,Oakland
21271,Thomas,Wang,Male,10/17/2013,Oakland
21328,Xavier,Nelson,Male,7/8/2013,Oakland
21358,Cody,Reed,Male,3/25/2013,Oakland
21422,Karen,Wood,Female,11/2/2013,Oakland
18937,Ian,Reed,Male,12/1/2013,Oakland
19122,Abigail,Hughes,Female,4/3/2013,Oakland
18616,Spencer,Butler,Male,11/26/2013,Oakland
18343,Dalton,Green,Male,8/16/2013,Oakland
18050,Sara,Cooper,Female,9/9/2013,Oakland
19880,Emma,Bennett,Female,3/30/2013,Oakland
20038,Taylor,Price,Female,12/31/2012,Oakland
17548,Kaylee,Adams,Female,7/21/2013,Oakland
16988,Brian,Bailey,Male,12/1/2013,Oakland
17267,Abigail,Stewart,Female,11/9/2013,Oakland
17398,Kaylee,Lopez,Female,11/2/2013,Oakland
17382,Blake,Allen,Male,10/19/2013,Oakland
15956,Ryan,Li,Male,11/27/2013,Oakland
16118,James,Wright,Male,10/21/2013,Oakland
16224,Jacob,Martinez,Male,2/26/2013,Oakland
16003,Carol,Robinson,Female,4/3/2013,Oakland
16362,Joshua,Smith,Male,4/18/2013,Oakland
16478,Adrian,Gray,Male,10/12/2013,Oakland
13302,Cole,Torres,Male,3/1/2013,Oakland
13061,Ethan,Anderson,Male,9/6/2013,Oakland
13152,Gabrielle,Butler,Female,1/14/2012,Oakland
12876,Blake,Robinson,Male,1/12/2014,Oakland
13033,Xavier,Gonzalez,Male,1/17/2014,Oakland
11319,Jade,Bailey,Female,9/9/2011,Oakland
11168,David,Rodriguez,Male,1/15/2013,Oakland
11165,Jocelyn,Alexander,Female,5/25/2013,Oakland
11876,Madison,White,Female,6/19/2013,Oakland
12103,Chloe,White,Female,11/28/2011,Oakland
12153,Kaitlyn,Bailey,Female,11/27/2011,Oakland
11797,Devin,Coleman,Male,10/14/2011,Oakland
11658,Robert,Mitchell,Male,4/23/2013,Oakland
11697,Eduardo,Lee,Male,8/7/2013,Oakland
14474,Jacqueline,Murphy,Female,1/28/2014,Oakland
13999,Elijah,Gonzales,Male,1/25/2012,Oakland
13935,Kimberly,Sanchez,Female,3/2/2013,Oakland
14024,Hannah,Moore,Female,2/23/2012,Oakland
14044,Thomas,Wright,Male,3/24/2012,Oakland
14106,Melissa,Hughes,Female,4/26/2012,Oakland
14081,Nicole,Butler,Female,3/22/2012,Oakland
15249,Abigail,Anderson,Female,9/4/2013,Oakland
15358,Danielle,Sanders,Female,12/7/2013,Oakland
15557,Nathaniel,Murphy,Male,9/5/2012,Oakland
15398,Jose,Wang,Male,4/30/2012,Oakland
14659,Zachary,Harris,Male,5/27/2013,Oakland
14805,Kari,Garcia,Female,6/22/2013,Offenbach
14713,Jon,Ye,Male,9/11/2011,Offenbach
13697,Jésus,Munoz,Male,4/24/2011,Offenbach
13580,Carol,Xu,Female,3/23/2011,Offenbach
11614,Katrina,Sharma,Female,5/10/2012,Offenbach
11421,Amy,Sun,Female,11/3/2011,Offenbach
12807,Nina,Kumar,Female,11/9/2012,Offenbach
12238,Monica,Raman,Female,7/9/2013,Offenbach
12713,Deborah,Xie,Female,10/11/2012,Offenbach
12500,Kathleen,Vazquez,Female,9/1/2012,Offenbach
12521,Meredith,Dominguez,Female,10/5/2012,Offenbach
16411,Stanley,Sanchez,Male,6/10/2012,Offenbach
16390,Mario,Nath,Male,5/25/2012,Offenbach
15685,Robin,Vazquez,Female,3/25/2012,Offenbach
15664,Jill,Vazquez,Female,2/1/2012,Offenbach
17113,Clarence,Pal,Male,8/19/2013,Offenbach
19514,Kari,Rodriguez,Female,7/23/2013,Offenbach
18031,Shawna,Tang,Female,5/16/2013,Offenbach
21526,Jonathon,Munoz,Male,8/22/2013,Offenbach
24704,Allen,Schmidt,Male,1/28/2014,Offenbach
22816,Erica,Cai,Female,12/13/2013,Offenbach
27312,Sandra,Sun,Female,10/9/2013,Offenbach
26954,Gerald,Torres,Male,6/18/2013,Offenbach
26227,Joe,Gutierrez,Male,10/28/2013,Offenbach
26223,Dominic,Sai,Male,9/25/2013,Offenbach
25317,Erick,Garcia,Male,7/19/2013,Offenbach
25583,Carolyn,Arthur,Female,12/13/2013,Offenbach
25664,Jon,Hu,Male,10/19/2013,Offenbach
28902,Suzanne,She,Female,7/28/2013,Offenbach
28700,Summer,Garcia,Female,10/29/2013,Offenbach
28823,Xavier,Brown,Male,6/22/2011,Olympia
28984,Katherine,Cox,Female,7/23/2013,Olympia
29145,Shelby,Gray,Female,7/19/2011,Olympia
29233,Caitlin,Sanders,Female,10/23/2013,Olympia
27475,Alexa,Bailey,Female,12/26/2013,Olympia
27617,Morgan,Phillips,Female,1/12/2011,Olympia
27440,Trinity,Howard,Female,11/1/2012,Olympia
28041,Rebecca,Wright,Female,2/27/2011,Olympia
28330,Charles,Bailey,Male,3/22/2013,Olympia
26068,Dylan,Patterson,Male,11/4/2013,Olympia
25874,Jessica,Hall,Female,11/5/2013,Olympia
25900,Haley,Sanders,Female,5/18/2013,Olympia
25413,Zoe,Rivera,Female,6/26/2013,Olympia
25346,Ian,Gonzalez,Male,1/11/2014,Olympia
24966,Jade,Cooper,Female,4/20/2013,Olympia
26340,Melissa,Morris,Female,2/22/2013,Olympia
26552,Judith,Turner,Female,6/21/2013,Olympia
26464,Alexandria,Griffin,Female,10/28/2013,Olympia
26619,Thomas,Hill,Male,6/1/2012,Olympia
27236,Nicole,Alexander,Female,11/9/2013,Olympia
22888,Abigail,Long,Female,4/26/2013,Olympia
22759,Julia,Ramirez,Female,6/18/2013,Olympia
22760,Hunter,Chen,Male,4/20/2013,Olympia
22967,Rachel,Smith,Female,8/24/2013,Olympia
22994,Chloe,Allen,Female,8/26/2013,Olympia
23466,Alyssa,Miller,Female,1/31/2013,Olympia
23497,Olivia,Bryant,Female,10/10/2013,Olympia
23512,Zachary,Henderson,Male,5/2/2013,Olympia
23266,Jessica,Watson,Female,7/13/2013,Olympia
24780,Courtney,Hall,Female,3/7/2013,Olympia
24651,Dakota,Alexander,Male,6/6/2013,Olympia
24421,Seth,Kelly,Male,1/26/2013,Olympia
23896,Megan,Peterson,Female,12/15/2013,Olympia
21495,James,Hughes,Male,12/28/2013,Olympia
22056,Alex,Howard,Male,9/7/2013,Olympia
22133,Xavier,Adams,Male,5/19/2013,Olympia
22211,Richard,Gray,Male,5/15/2013,Olympia
22159,David,Davis,Male,12/11/2013,Olympia
22549,Isabel,Russell,Female,3/2/2013,Olympia
21443,Zoe,Morgan,Female,2/26/2013,Olympia
21397,Mason,Howard,Male,7/17/2013,Olympia
21273,Jennifer,Thomas,Female,7/21/2013,Olympia
20752,Christian,Simmons,Male,10/11/2013,Olympia
20753,Taylor,Kelly,Female,12/21/2013,Olympia
20739,Kaitlyn,Carter,Female,3/10/2013,Olympia
20385,Jason,Patterson,Male,5/15/2013,Olympia
20394,Emma,Butler,Female,7/3/2013,Olympia
18233,Mackenzie,Bailey,Female,9/29/2013,Olympia
18316,Justin,Kumar,Male,10/25/2013,Olympia
18645,Jordan,Bryant,Male,11/7/2013,Olympia
19538,Connor,Hall,Male,3/8/2013,Olympia
19684,Alexandra,Lee,Female,3/23/2013,Olympia
19706,Benjamin,Diaz,Male,6/26/2013,Olympia
20190,Angela,Reed,Female,6/20/2013,Olympia
19774,Brianna,Davis,Female,3/3/2013,Olympia
17041,Connor,Perry,Male,5/21/2013,Olympia
16912,Dalton,Patterson,Male,11/26/2013,Olympia
17357,Brandon,Miller,Male,4/27/2013,Olympia
17362,Miguel,Collins,Male,11/24/2013,Olympia
17269,Kevin,Russell,Male,6/2/2013,Olympia
17487,Nathan,Green,Male,8/24/2013,Olympia
17465,Arianna,Stewart,Female,6/28/2013,Olympia
16137,Timothy,King,Male,11/9/2013,Olympia
12413,James,Gonzales,Male,6/20/2013,Olympia
12423,Sarah,Thompson,Female,12/19/2011,Olympia
12780,Jeremy,Richardson,Male,12/21/2011,Olympia
12769,Thomas,Zhang,Male,12/23/2011,Olympia
13182,Jeremy,Bennett,Male,9/22/2013,Olympia
13062,Eduardo,Williams,Male,12/29/2011,Olympia
13063,Jessica,Johnson,Female,1/8/2012,Olympia
13093,Michelle,James,Female,1/2/2012,Olympia
13322,Elizabeth,Patterson,Female,5/9/2013,Olympia
13203,Bailey,Bell,Female,1/28/2012,Olympia
13230,Chloe,Bryant,Female,1/14/2012,Olympia
11166,Ashley,Martinez,Female,10/14/2013,Olympia
11803,Jan,Hernandez,Female,7/29/2013,Olympia
11842,Justin,Wilson,Male,5/12/2013,Olympia
11859,Blake,Garcia,Male,4/22/2013,Olympia
13396,David,Kumar,Male,5/29/2013,Olympia
13721,Lucas,Howard,Male,6/18/2012,Olympia
13899,Cameron,Jones,Male,4/13/2013,Olympia
13900,Isaac,Campbell,Male,4/19/2013,Olympia
13906,Courtney,Evans,Female,10/6/2012,Olympia
14396,Zoe,Sanchez,Female,7/17/2013,Olympia
14732,Trinity,Cook,Female,8/4/2011,Olympia
14563,Fernando,Carter,Male,7/24/2013,Olympia
14878,Marcus,Murphy,Male,4/21/2013,Olympia
15381,Alexa,Howard,Female,1/8/2014,Olympia
15396,Julia,Wilson,Female,5/23/2012,Olympia
15479,Andrea,Wright,Female,11/20/2013,Olympia
15552,Tyler,Lewis,Male,8/19/2012,Olympia
15270,Ariana,Cox,Female,8/6/2013,Olympia
15286,Thomas,Nelson,Male,11/11/2013,Oregon City
14735,Maria,Rogers,Female,8/6/2011,Oregon City
14369,Devin,Sanchez,Male,7/6/2013,Oregon City
14419,Abigail,Ward,Female,11/12/2012,Oregon City
14466,Logan,Adams,Male,10/13/2013,Oregon City
14337,Olivia,Coleman,Female,8/3/2012,Oregon City
14349,Nicole,Griffin,Female,9/11/2013,Oregon City
